SUB_DISTRICT,2017-11-01,2018-11-01
Gangdhar,9.381881799356991,7.1534029298276485
Jhalrapatan,8.047041616981646,6.560252018946455
Khanpur,8.336120518121012,6.045458120655271
Manohar thana,9.24924078784898,7.304473856463914
Pachpanar,9.456732247740737,8.398798529192698
Pirawa,8.672213146628714,7.425737920154458
