SUB_DISTRICT,2017-10-28,2018-10-28
Gangdhar,0.3600101858873765,0.3920211834990772
Jhalrapatan,0.3838398400384549,0.4233286344862171
Khanpur,0.3447048510661714,0.370178311390902
Manohar thana,0.369054589780289,0.3952769860261492
Pachpanar,0.3579522104722364,0.3984568489208421
Pirawa,0.36863460434745215,0.41422725010874345
