SUB_DISTRICT,2017-11-17,2018-11-17
Bonakal,12.158188639423846,9.461553021410017
Chinthakani,6.346084786917418,6.1873164766617395
Enkuru,5.890698472123561,6.2154311325402825
Julurpad,7.0326950260376355,7.128590384495764
Kallur,15.222555444701745,10.9824043149998
Kamepalle,5.6657754522642945,5.1077995149258575
Khammam (Rural),5.656786088111741,4.709665922670421
Khammam (Urban),5.686760075209162,4.924531187406427
Konijerla,9.873984799173297,8.029750552081792
Kusumanchi,6.553096358259609,5.839050849939594
Madhira,17.800667876489598,15.543537837035245
Mudigonda,6.152508492708618,6.088327541252493
Nelakondapalle,6.365068634902401,6.159617002643924
Penuhalli,14.074217390016388,10.497623732251697
Sathupalle,12.192398584056477,10.193682633445027
Singarem,6.807785493132853,6.6317277599306435
Tallada,13.696955786348257,10.087143745774034
Thirumalayapalem,6.992547217220529,5.451384522827003
Vemsoor,16.016830329512274,12.024186322521606
Wyra,15.56888963117307,11.010315946988724
Yerrupalem,17.204272190431315,14.559341482108422
