SUB_DISTRICT,2017-11-17,2018-11-17
Digod,8.775092811617053,7.680048182124462
Ladpura,8.074871500268111,7.501752766556722
Pipalda,8.198373992288712,7.238357461933894
Ramganj mandi,10.134944876426271,9.355920951242354
Sangod,9.207840430505655,7.387641897178851
