SUB_DISTRICT,2017-09-26,2018-09-26
Dhrol,1.4414431008986885,1.1149596383120728
Jamjodhpur,1.5686069710440247,1.5241130064590092
Jamnagar,1.2879146775172285,1.173248893898721
Jodiya,1.3071673272216726,0.8064762313635349
Kalavad,1.4846656302358545,1.5185237305065078
Lalpur,1.2394260386079279,1.244775871302108
