SUB_DISTRICT,2017-09-30,2018-09-30
Harsud,12.298283501991728,9.96208733992777
Khalwa,23.599622416367957,25.657460645525788
Khandwa,15.533954988734562,13.20689827782803
Pandhana,14.19795764070494,11.417953621906216
Punasa,20.141909242942692,18.747081839058257
