SUB_DISTRICT,2017-10-24,2018-10-24
Amreli,7.8764075534106075,6.809528075800014
Babra,8.813276287074059,7.18772360137868
Bagasara,10.366885412872985,9.24709680557768
Dhari,7.263187807299575,7.707191797546513
Jafrabad,0.6350000500679016,0.6350000500679016
Khambha,6.235672335815899,5.565734637426441
Kunkavav vadia,10.744310611235926,8.738517705331704
Lathi,9.630393985829434,6.447251590175822
Lilia,9.437519174979515,6.396277973340513
Rajula,7.884822668197582,4.592551763084563
Savar kundla,9.870970474084157,7.293182570426338
