SUB_DISTRICT,2017-09-26,2018-09-26
Amadalavalasa,1.0449573046312148,2.194197684876265
Bhamini,1.595524932090997,2.471529413181878
Burja,1.2113119397571652,1.9534750168396706
Etcherla,1.1796645805110983,1.6810437724884912
G. Sigadam,1.212373716964358,1.7298002248297242
Gara,1.4917933334144649,2.032737827213982
Hiramandalam,0.7299354894361647,2.2523804829358176
Ichchapuram,0.905568295020957,2.1246085747044345
Jalumuru,1.2527187586347313,2.01429693294359
Kanchili,0.8230143966809852,2.77367898896292
Kaviti,0.7150419923068967,2.1395846852693072
Kotabommali,1.358934441764863,1.961887862805456
Kothuru,0.7469185626220254,2.5978011281811924
Lakshminarsnpeta,2.309750573650802,2.3010340614476856
Laveru,1.6369065961873719,1.5680374514986233
Mandasa,0.9117130480718441,2.9931359746434247
Melianutti,0.6388670889506988,2.6708753289103346
Nandigam,0.8642241951851906,2.4351345032968306
Narasannapeta,1.0208989574566751,2.0480325644504758
Palakonda,1.2977868144522824,1.9929888800921265
Palasa,1.0797281116233721,2.71040087761438
Pathapatnam,1.0996728866906487,2.634489658273384
Polaki,1.737770381553665,2.0041970903101847
Ponduru,1.1114070875643374,1.7958659979149403
Rajam,0.9908638230352805,1.6866217099122642
Ranastalam,1.4610174661694866,1.5739222358379927
Regidi Amadalavalsa,1.1222523930455177,1.812344859021945
Santha Bommali,1.1329933559009582,2.2757432777189517
Santhakaviti,1.2469821451219683,2.2761981933738236
Saravakota,0.8686533833194486,2.3584640840507265
Sarubujjili,2.177480145038456,2.205457761941206
Seethampeta,1.0378394349252102,2.7642891608265265
Sompeta,0.7641134614197671,2.857990706532761
Srikakulam,1.0471759398918228,1.7182008236111224
Tekkali,0.6689012453821842,2.301121224816241
Vajrapukothuru,0.94365718501774,2.874510219459359
Vangara,1.3009462476228981,2.128827479765918
Veeraghattam,1.1982137440366216,1.8805035435567947
