SUB_DISTRICT,2017-09-22,2018-09-22
Barghat,19.50375434506585,24.48749724321092
Chhapara,19.5134665861571,22.99622954285247
Dhanora,19.720718602480897,20.861394221920904
Keolari,18.932927614218226,24.04741576974021
Kurai,20.142718351682557,24.07990264941986
Lakhnadon,22.00768290228548,22.18580785858283
Seoni,19.601318428429312,23.648269384191906
Shansaur,19.931953361916076,17.36279079779989
