SUB_DISTRICT,2017-09-22,2018-09-22
Harsud,18.25534685192445,21.521401351121693
Khalwa,20.802860128495386,21.926521336753577
Khandwa,21.199356220813197,23.03305691589467
Pandhana,21.57037934275159,21.743713218051163
Punasa,20.069281993254137,22.354533989692985
