SUB_DISTRICT,2017-09-22,2018-09-22
Digod,1.1171634705063458,1.1966561246244338
Ladpura,1.3172082177977535,1.1578006894145436
Pipalda,1.0179777759365927,0.8462898381992637
Ramganj mandi,1.358662935298972,0.8508574164857894
Sangod,1.2970234499734858,1.1879006757925616
