SUB_DISTRICT,2017-09-22,2018-09-22
Achampet,1.0113038917198764,1.1958841128396585
Amangal,0.7961184250745282,1.3324259303876904
Amrabad,1.257392745085196,1.6981274673182682
Balmoor,1.5078564520443662,1.469223408852399
Bijinapalle,1.268365320979485,1.5801704169424233
Kalwakurthy,0.8265604924363752,0.9502689329931633
Kodari,1.294669560108409,1.1607324261319487
Kollapur,1.8589183229944735,2.3704104598331748
Lingal,2.0486779065421876,2.8487106732766905
Madgul,0.9582257442406821,1.0926091377678047
Nagarkurnood,0.9489271510457821,1.5032082876763164
Peddakothapalle,1.5811895508218123,1.3655402598943824
Tadoor,0.7485318355308814,1.0649132546842472
Talakondapale,0.9146673762292208,1.5274362373160257
Telkapalle,1.2978783443971,1.255642520436298
Thimmajipet,1.2642558262230075,1.294816435315736
Uppununthala,0.9425930495845934,1.123248866780097
Vangoor,0.8170616269245603,0.9800288735224877
Veldanda,0.9673415214780796,1.0430560780572378
