SUB_DISTRICT,2017-09-10,2018-09-10
Bhadra,1.19,0.93
Hanumangarh,1.64,1.44
Nohar,0.86,0.66
Pilihanga,1.23,1.0
Rawatsar,0.87,0.67
Sangaria,1.52,1.51
Tihi,2.25,2.2
