SUB_DISTRICT,2017-10-24,2018-10-24
Atmakur,9.147287965790044,5.56751838572211
Chennaraopet,12.756447792053223,6.666701793670654
Duggondi,11.57217528186764,6.884206204031458
Geesugonda,15.287252001225232,7.868588612918362
Hasanparthy,9.120412550488467,5.466324501441832
Khanapur,12.723616715590278,6.681738569920155
Nallabelly,10.637171407225274,7.637339623516832
Narsampet,12.756447792053223,6.666701793670654
Nekkonda,12.918843920557297,6.944900889812625
Parkal,9.257988088501227,6.232565448688641
Parvathagiri,14.706815421175795,7.144480499821185
Sangam,15.409844724115157,7.914174771106112
Shayampet,9.469284352030678,6.261523184783351
Warangal,12.71308558546231,6.8939285722667565
Wardhannapet,15.071570174582096,7.563694052840304
