SUB_DISTRICT,2017-10-20,2018-10-20
Basoda,6.879286659366104,4.274375406689381
Gulabganj,7.762984342772285,4.869516552118491
Gyaraspur,9.173875228961732,6.055608863817025
Kurwal,5.577374815591041,3.97724411391963
Lateri,5.391615465576426,4.575610960237491
Nateran,7.477370021007474,5.113980240034392
Shamshabad,7.583140820882052,5.886271400319001
Sironj,7.237026445324575,6.125397873879414
Tyonda,6.499966710112816,3.865139927974967
Vidisha,6.862286079305521,4.613930881122255
