SUB_DISTRICT,2017-11-09,2018-11-09
Gangdhar,4.877060498433806,4.199881644949304
Jhalrapatan,5.102402334581763,4.979137681589504
Khanpur,5.293448397617373,4.902758074591908
Manohar thana,4.788012230089767,4.265141935054486
Pachpanar,4.94678898047698,4.948262442647773
Pirawa,4.87440520072381,4.948822129884061
